id,ItemCode,N
23458,7050 001 10 0 0 050 2 2,L100-005-021
23459,7050 001 10 0 0 100 1 2,L100-010-011
23460,7050 001 10 0 0 100 2 2,L100-010-021
23461,7050 001 10 0 0 150 1 2,L100-015-011
23462,7050 001 10 0 0 150 2 2,L100-015-021
23463,7050 001 10 0 0 250 1 2,L100-025-011
23464,7050 001 10 0 0 250 2 2,L100-025-021
23465,7050 001 10 0 0 400 1 2,L100-040-011
23466,7050 001 10 0 0 400 2 2,L100-040-021
23467, 7050 001 10 0 0600 1 2,L100-060-011
23468, 7050 001 10 0 0600 2 2,L100-060-021
23469,7050 001 12 0 0 014 1 2,L120-001-011
23470,7050 001 12 0 0 014 2 2,L120-001-021
23471,7050 001 12 0 0 025 1 2,L120-002-011
23472,7050 001 12 0 0 025 2 2,L120-002-021
23473,7050 001 12 0 0 050 1 2,L120-005-011
23474,7050 001 12 0 0 050 2 2,L120-005-021
23475,7050 001 12 0 0 100 1 2,L120-010-011
23476,7050 001 12 0 0 100 2 2,L120-010-021
23477,7050 001 12 0 0 150 1 2,L120-015-011
23478,7050 001 12 0 0 150 2 2,L120-015-021
23479,7050 001 12 0 0 250 1 2,L120-025-011
23480,7050 001 12 0 0 250 2 2,L120-025-021
23481,7050 001 12 0 0 400 1 2,L120-040-011
23482,7050 001 12 0 0 400 2 2,L120-040-021
23483, 7050 001 12 0 0600 1 2,L120-060-011
23484, 7050 001 12 0 0600 2 2,L120-060-021
23485,7050 001 14 0 0 014 1 2,L140-001-011
23486,7050 001 14 0 0 014 2 2,L140-001-021
23487,7050 001 14 0 0 025 1 2,L140-002-011
23488,7050 001 14 0 0 025 2 2,L140-002-021
23489,7050 001 14 0 0 050 1 2,L140-005-011
23490,7050 001 14 0 0 050 2 2,L140-005-021
23491,7050 001 14 0 0 100 1 2,L140-010-011
23492,7050 001 14 0 0 100 2 2,L140-010-021
23493,7050 001 14 0 0 150 1 2,L140-015-011
23494,7050 001 14 0 0 150 2 2,L140-015-021
23495,7050 001 14 0 0 250 1 2,L140-025-011
23496,7050 001 14 0 0 250 2 2,L140-025-021
23497,7050 001 14 0 0 400 1 2,L140-040-011
23498,7050 001 14 0 0 400 2 2,L140-040-021
23499, 7050 001 14 0 0600 1 2,L140-060-011
23500, 7050 001 14 0 0600 2 2,L140-060-021
23501,7050 001 16 0 0 014 1 2,L160-001-011
23502,7050 001 16 0 0 014 2 2,L160-001-021
23503,7050 001 16 0 0 025 1 2,L160-002-011
23504,7050 001 16 0 0 025 2 2,L160-002-021
23505,7050 001 16 0 0 050 1 2,L160-005-011
23506,7050 001 16 0 0 050 2 2,L160-005-021
23507,7050 001 16 0 0 100 1 2,L160-010-011
23508,7050 001 16 0 0 100 2 2,L160-010-021
23509,7050 001 16 0 0 150 1 2,L160-015-011
23510,7050 001 16 0 0 150 2 2,L160-015-021
23511,7050 001 16 0 0 250 1 2,L160-025-011
23512,7050 001 16 0 0 250 2 2,L160-025-021
23513,7050 001 16 0 0 400 1 2,L160-040-011
23514,7050 001 16 0 0 400 2 2,L160-040-021
23515, 7050 001 16 0 0600 1 2,L160-060-011
23516, 7050 001 16 0 0600 2 2,L160-060-021
23517,7050 001 18 0 0 014 1 2,L180-001-011
23518,7050 001 18 0 0 014 2 2,L180-001-021
23519,7050 001 18 0 0 025 1 2,L180-002-011
23520,7050 001 18 0 0 025 2 2,L180-002-021
23521,7050 001 18 0 0 050 1 2,L180-005-011
23522,7050 001 18 0 0 050 2 2,L180-005-021
23523,7050 001 18 0 0 100 1 2,L180-010-011
23524,7050 001 18 0 0 100 2 2,L180-010-021
23525,7050 001 18 0 0 150 1 2,L180-015-011
23526,7050 001 18 0 0 150 2 2,L180-015-021
23527,7050 001 18 0 0 250 1 2,L180-025-011
23528,7050 001 18 0 0 250 2 2,L180-025-021
23529,7050 001 18 0 0 400 1 2,L180-040-011
23530,7050 001 18 0 0 400 2 2,L180-040-021
23531, 7050 001 18 0 0600 1 2,L180-060-011
23532, 7050 001 18 0 0600 2 2,L180-060-021
23533,7050 001 20 0 0 014 1 2,L200-001-011
23534,7050 001 20 0 0 014 2 2,L200-001-021
23535,7050 001 20 0 0 025 1 2,L200-002-011
23536,7050 001 20 0 0 025 2 2,L200-002-021
23537,7050 001 20 0 0 050 1 2,L200-005-011
23538,7050 001 20 0 0 050 2 2,L200-005-021
23539,7050 001 20 0 0 100 1 2,L200-010-011
23540,7050 001 20 0 0 100 2 2,L200-010-021
23541,7050 001 20 0 0 150 1 2,L200-015-011
23542,7050 001 20 0 0 150 2 2,L200-015-021
23543,7050 001 20 0 0 250 1 2,L200-025-011
23544,7050 001 20 0 0 250 2 2,L200-025-021
23545,7050 001 20 0 0 400 1 2,L200-040-011
23546,7050 001 20 0 0 400 2 2,L200-040-021
23547, 7050 001 20 0 0600 1 2,L200-060-011
23548, 7050 001 20 0 0600 2 2,L200-060-021
23549,7050 001 21 0 0 050 0 0,L210-005-011
23550,7050 001 24 0 0 014 1 2,L240-001-011
23551,7050 001 24 0 0 014 2 2,L240-001-021
23552,7050 001 24 0 0 025 1 2,L240-002-011
23553,7050 001 24 0 0 025 2 2,L240-002-021
23554,7050 001 24 0 0 050 1 2,L240-005-011
23555,7050 001 24 0 0 050 2 2,L240-005-021
23556,7050 001 24 0 0 100 1 2,L240-010-011
23557,7050 001 24 0 0 100 2 2,L240-010-021
23558,7050 001 24 0 0 150 1 2,L240-015-011
23559,7050 001 24 0 0 150 2 2,L240-015-021
23560,7050 001 24 0 0 250 1 2,L240-025-011
23561,7050 001 24 0 0 250 2 2,L240-025-021
23562,7050 001 24 0 0 400 1 2,L240-040-011
23563,7050 001 24 0 0 400 2 2,L240-040-021
23564, 7050 001 24 0 0600 1 2,L240-060-011
23565, 7050 001 24 0 0600 2 2,L240-060-021
23566,7050 001 32 0 0 014 1 2,L320-001-011
23567,7050 001 32 0 0 014 2 2,L320-001-021
23568,7050 001 32 0 0 025 1 2,L320-002-011
23569,7050 001 32 0 0 025 2 2,L320-002-021
23570,7050 001 32 0 0 050 1 2,L320-005-011
23571,7050 001 32 0 0 050 2 2,L320-005-021
23572,7050 001 32 0 0 100 1 2,L320-010-011
23573,7050 001 32 0 0 100 2 2,L320-010-021
23574,7050 001 32 0 0 150 1 2,L320-015-011
23575,7050 001 32 0 0 150 2 2,L320-015-021
23576,7050 001 32 0 0 250 1 2,L320-025-011
23577,7050 001 32 0 0 250 2 2,L320-025-021
23578,7050 001 32 0 0 400 1 2,L320-040-011
23579,7050 001 32 0 0 400 2 2,L320-040-021
23580, 7050 001 32 0 0600 1 2,L320-060-011
23581, 7050 001 32 0 0600 2 2,L320-060-021
23582,7050 001 40 0 0 014 1 2,L400-001-011
23583,7050 001 40 0 0 014 2 2,L400-001-021
23584,7050 001 40 0 0 025 1 2,L400-002-011
23585,7050 001 40 0 0 025 2 2,L400-002-021
23586,7050 001 40 0 0 050 1 2,L400-005-011
23587,7050 001 40 0 0 050 2 2,L400-005-021
23588,7050 001 40 0 0 100 1 2,L400-010-011
23589,7050 001 40 0 0 100 2 2,L400-010-021
23590,7050 001 40 0 0 150 1 2,L400-015-011
23591,7050 001 40 0 0 150 2 2,L400-015-021
23592,7050 001 40 0 0 250 1 2,L400-025-011
23593,7050 001 40 0 0 250 2 2,L400-025-021
23594,7050 001 40 0 0 400 1 2,L400-040-011
23595,7050 001 40 0 0 400 2 2,L400-040-021
23596, 7050 001 40 0 0600 1 2,L400-060-011
23597, 7050 001 40 0 0600 2 2,L400-060-021
23598,7050 002 01 0 0 025 1 1,L014-002-014
23599,7050 002 01 0 0 050 1 1,L014-005-014
23600,7050 002 01 0 0 100 1 1,L014-010-014
23601,7050 002 01 0 0 150 1 1,L014-015-014
23602,7050 002 01 0 0 200 1 1,L014-025-014
23603,7050 002 01 0 0 400 1 1,L014-040-014
23604, 7050 002 01 0 0600 1 1,L014-060-014
23605,7050 002 01 0 1 000 1 1,L014-100-014
23606,7050 002 01 1 0 025 1 1,L018-002-014
23607,7050 002 01 1 0 050 1 1,L018-005-014
23608,7050 002 01 1 0 100 1 1,L018-010-014
23609,7050 002 01 1 0 150 1 1,L018-015-014
23610,7050 002 01 1 0 200 1 1,L018-025-014
23611,7050 002 01 1 0 400 1 1,L018-040-014
23612, 7050 002 01 1 0600 1 1,L018-060-014
23613,7050 002 01 1 1 000 1 1,L018-100-014
23614,7050 002 01 2 0 025 1 1,L011-002-014
23615,7050 002 01 2 0 050 1 1,L011-005-014
23616,7050 002 01 2 0 100 1 1,L011-010-014
23617,7050 002 01 2 0 150 1 1,L011-015-014
23618,7050 002 01 2 0 200 1 1,L011-025-014
23619,7050 002 01 2 0 400 1 1,L011-040-014
23620, 7050 002 01 2 0600 1 1,L011-060-014
23621,7050 002 01 2 1 000 1 1,L011-100-014
23622,7050 002 01 3 0 025 1 1,L017-002-014
23623,7050 002 01 3 0 050 1 1,L017-005-014
23624,7050 002 01 3 0 100 1 1,L017-010-014
23625,7050 002 01 3 0 150 1 1,L017-015-014
23626,7050 002 01 3 0 200 1 1,L017-025-014
23627,7050 002 01 3 0 400 1 1,L017-040-014
23628, 7050 002 01 3 0600 1 1,L017-060-014
23629,7050 002 01 3 1 000 1 1,L017-100-014
23630,7050 002 01 4 0 025 1 1,L013-002-014
23631,7050 002 01 4 0 050 1 1,L013-005-014
23632,7050 002 01 4 0 100 1 1,L013-010-014
23633,7050 002 01 4 0 150 1 1,L013-015-014
23634,7050 002 01 4 0 200 1 1,L013-025-014
23635,7050 002 01 4 0 400 1 1,L013-040-014
23636, 7050 002 01 4 0600 1 1,L013-060-014
23637,7050 002 01 4 1 000 1 1,L013-100-014
23638,7050 002 01 5 0 025 1 1,L010-002-014
23639,7050 002 01 5 0 050 1 1,L010-005-014
23640,7050 002 01 5 0 100 1 1,L010-010-014
23641,7050 002 01 5 0 150 1 1,L010-015-014
23642,7050 002 01 5 0 200 1 1,L010-025-014
23643,7050 002 01 5 0 400 1 1,L010-040-014
23644, 7050 002 01 5 0600 1 1,L010-060-014
23645,7050 002 01 5 1 000 1 1,L010-100-014
23646, 7050 002 016 0 025 1 1,L012-002-014
23647, 7050 002 016 0 050 1 1,L012-005-014
23648, 7050 002 016 0 100 1 1,L012-010-014
23649, 7050 002 016 0 150 1 1,L012-015-014
23650, 7050 002 016 0 200 1 1,L012-025-014
23651, 7050 002 016 0 400 1 1,L012-040-014
23652,7050 002 01 6 0 600 1 1,L012-060-014
23653, 7050 002 016 1 000 1 1,L012-100-014
23654,7050 002 01 7 0 025 1 1,L016-002-014
23655,7050 002 01 7 0 050 1 1,L016-005-014
23656,7050 002 01 7 0 100 1 1,L016-010-014
23657,7050 002 01 7 0 150 1 1,L016-015-014
23658,7050 002 01 7 0 200 1 1,L016-025-014
23659,7050 002 01 7 0 400 1 1,L016-040-014
23660, 7050 002 01 7 0600 1 1,L016-060-014
23661,7050 002 01 7 1 000 1 1,L016-100-014
23662,7050 002 01 8 0 025 1 1,L015-002-014
23663,7050 002 01 8 0 050 1 1,L015-005-014
23664,7050 002 01 8 0 100 1 1,L015-010-014
23665,7050 002 01 8 0 150 1 1,L015-015-014
23666,7050 002 01 8 0 200 1 1,L015-025-014
23667,7050 002 01 8 0 400 1 1,L015-040-014
23668, 7050 002 01 8 0600 1 1,L015-060-014
23669,7050 002 01 8 1 000 1 1,L015-100-014
23670,7050 002 01 9 0 100 1 1,L019-010-014
23671,7050 002 01 9 0 150 1 1,L019-019-014
23672,7050 002 01 9 0 200 1 1,L019-025-014
23673,7050 002 01 9 0 400 1 1,L019-040-014
23674, 7050 002 01 9 0600 1 1,L019-060-014
23675,7050 002 01 9 1 000 1 1,L019-100-014
23676, 7050 002 01 9 1 000 16,L014-160-014
23677,7050 002 02 0 0 014 1 2,L020-001-014
23678,7050 002 02 0 0 014 2 2,L020-001-024
23679,7050 002 02 0 0 025 1 2,L020-002-014
23680,7050 002 02 0 0 025 2 2,L020-002-024
23681,7050 002 02 0 0 050 1 2,L020-005-014
23682,7050 002 02 0 0 050 2 2,L020-005-024
23683,7050 002 02 0 0 100 1 2,L020-010-014
23684,7050 002 02 0 0 100 2 2,L020-010-024
23685,7050 002 02 0 0 150 1 2,L020-015-014
23686,7050 002 02 0 0 150 2 2,L020-015-024
23687,7050 002 02 0 0 250 1 2,L020-025-014
23688,7050 002 02 0 0 250 2 2,L020-025-024
23689,7050 002 02 0 0 400 1 2,L020-040-014
23690,7050 002 02 0 0 400 2 2,L020-040-024
23691, 7050 002 02 0 0600 1 2,L020-060-014
23692, 7050 002 02 0 0600 2 2,L020-060-024
23693,7050 002 03 0 0 014 1 2,L030-001-014
23694,7050 002 03 0 0 025 1 2,L030-002-014
23695,7050 002 03 0 0 050 1 2,L030-005-014
23696,7050 002 03 0 0 100 1 2,L030-010-014
23697,7050 002 03 0 0 150 1 2,L030-015-014
23698,7050 002 03 0 0 250 1 2,L030-025-014
23699,7050 002 03 0 0 400 1 2,L030-040-014
23700, 7050 002 03 0 0600 1 2,L030-060-014
23701,7050 002 04 0 0 014 1 2,L040-001-014
23702,7050 002 04 0 0 014 2 2,L040-001-024
23703,7050 002 04 0 0 025 1 2,L040-002-014
23704,7050 002 04 0 0 025 2 2,L040-002-024
23705,7050 002 04 0 0 050 1 2,L040-005-014
23706,7050 002 04 0 0 050 2 2,L040-005-024
23707,7050 002 04 0 0 100 1 2,L040-010-014
23708,7050 002 04 0 0 100 2 2,L040-010-024
23709,7050 002 04 0 0 150 1 2,L040-015-014
23710,7050 002 04 0 0 150 2 2,L040-015-024
23711,7050 002 04 0 0 250 1 2,L040-025-014
23712,7050 002 04 0 0 250 2 2,L040-025-024
23713,7050 002 04 0 0 400 1 2,L040-040-014
23714,7050 002 04 0 0 400 2 2,L040-040-024
23715, 7050 002 04 0 0600 1 2,L040-060-014
23716, 7050 002 04 0 0600 2 2,L040-060-024
23717,7050 002 05 0 0 014 1 2,L050-001-014
23718,7050 002 05 0 0 025 1 2,L050-002-014
23719,7050 002 05 0 0 050 1 2,L050-005-014
23720,7050 002 05 0 0 100 1 2,L050-010-014
23721,7050 002 05 0 0 150 1 2,L050-015-014
23722,7050 002 05 0 0 250 1 2,L050-025-014
23723,7050 002 05 0 0 400 1 2,L050-040-014
23724, 7050 002 05 0 0600 1 2,L050-060-014
23725,7050 002 06 0 0 014 1 2,L060-001-014
23726,7050 002 06 0 0 025 1 2,L060-002-014
23727,7050 002 06 0 0 050 1 2,L060-005-014
23728,7050 002 06 0 0 100 1 2,L060-010-014
23729,7050 002 06 0 0 150 1 2,L060-015-014
23730,7050 002 06 0 0 250 1 2,L060-025-014
23731,7050 002 06 0 0 400 1 2,L060-040-014
23732, 7050 002 06 0 0600 1 2,L060-060-014
23733,7050 002 07 0 0 014 1 2,L070-001-014
23734,7050 002 07 0 0 025 1 2,L070-002-014
23735,7050 002 07 0 0 050 1 2,L070-005-014
23736,7050 002 07 0 0 100 1 2,L070-010-014
23737,7050 002 07 0 0 150 1 2,L070-015-014
23738,7050 002 07 0 0 250 1 2,L070-025-014
23739,7050 002 07 0 0 400 1 2,L070-040-014
23740, 7050 002 07 0 0600 1 2,L070-060-014
23741,7050 002 08 0 0 014 1 2,L080-001-014
23742,7050 002 08 0 0 025 1 2,L080-002-014
23743,7050 002 08 0 0 050 1 2,L080-005-014
23744,7050 002 08 0 0 100 1 2,L080-010-014
23745,7050 002 08 0 0 150 1 2,L080-015-014
23746,7050 002 08 0 0 250 1 2,L080-025-014
23747,7050 002 08 0 0 400 1 2,L080-040-014
23748, 7050 002 08 0 0600 1 2,L080-060-014
23749,7050 002 10 0 0 014 1 2,L100-001-014
23750,7050 002 10 0 0 014 2 2,L100-001-024
23751,7050 002 10 0 0 025 1 2,L100-002-014
23752,7050 002 10 0 0 025 2 2,L100-002-024
23753,7050 002 10 0 0 050 1 2,L100-005-014
23754,7050 002 10 0 0 050 2 2,L100-005-024
23755,7050 002 10 0 0 100 1 2,L100-010-014
23756,7050 002 10 0 0 100 2 2,L100-010-024
23757,7050 002 10 0 0 150 1 2,L100-015-014
23758,7050 002 10 0 0 150 2 2,L100-015-024
23759,7050 002 10 0 0 250 1 2,L100-025-014
23760,7050 002 10 0 0 250 2 2,L100-025-024
23761,7050 002 10 0 0 400 1 2,L100-040-014
23762,7050 002 10 0 0 400 2 2,L100-040-024
23763, 7050 002 10 0 0600 1 2,L100-060-014
23764, 7050 002 10 0 0600 2 2,L100-060-024
23765,7050 002 12 0 0 014 1 2,L120-001-014
23766,7050 002 12 0 0 014 2 2,L120-001-024
23767,7050 002 12 0 0 025 1 2,L120-002-014
23768,7050 002 12 0 0 025 2 2,L120-002-024
23769,7050 002 12 0 0 050 1 2,L120-005-014
23770,7050 002 12 0 0 050 2 2,L120-005-024
23771,7050 002 12 0 0 100 1 2,L120-010-014
23772,7050 002 12 0 0 100 2 2,L120-010-024
23773,7050 002 12 0 0 150 1 2,L120-015-014
23774,7050 002 12 0 0 150 2 2,L120-015-024
23775,7050 002 12 0 0 250 1 2,L120-025-014
23776,7050 002 12 0 0 250 2 2,L120-025-024
23777,7050 002 12 0 0 400 1 2,L120-040-014
23778,7050 002 12 0 0 400 2 2,L120-040-024
23779, 7050 002 12 0 0600 1 2,L120-060-014
23780, 7050 002 12 0 0600 2 2,L120-060-024
23781,7050 002 14 0 0 014 1 2,L140-001-014
23782,7050 002 14 0 0 014 2 2,L140-001-024
23783,7050 002 14 0 0 025 1 2,L140-002-014
23784,7050 002 14 0 0 025 2 2,L140-002-024
23785,7050 002 14 0 0 050 1 2,L140-005-014
23786,7050 002 14 0 0 050 2 2,L140-005-024
23787,7050 002 14 0 0 100 1 2,L140-010-014
23788,7050 002 14 0 0 100 2 2,L140-010-024
23789,7050 002 14 0 0 150 1 2,L140-015-014
23790,7050 002 14 0 0 150 2 2,L140-015-024
23791,7050 002 14 0 0 250 1 2,L140-025-014
23792,7050 002 14 0 0 250 2 2,L140-025-024
23793,7050 002 14 0 0 400 1 2,L140-040-014
23794,7050 002 14 0 0 400 2 2,L140-040-024
23795, 7050 002 14 0 0600 1 2,L140-060-014
23796, 7050 002 14 0 0600 2 2,L140-060-024
23797,7050 002 16 0 0 014 1 2,L160-001-014
23798,7050 002 16 0 0 014 2 2,L160-001-024
23799,7050 002 16 0 0 025 1 2,L160-002-014
23800,7050 002 16 0 0 025 2 2,L160-002-024
23801,7050 002 16 0 0 050 1 2,L160-005-014
23802,7050 002 16 0 0 050 2 2,L160-005-024
23803,7050 002 16 0 0 100 1 2,L160-010-014
23804,7050 002 16 0 0 100 2 2,L160-010-024
23805,7050 002 16 0 0 150 1 2,L160-015-014
23806,7050 002 16 0 0 150 2 2,L160-015-024
23807,7050 002 16 0 0 250 1 2,L160-025-014
23808,7050 002 16 0 0 250 2 2,L160-025-024
23809,7050 002 16 0 0 400 1 2,L160-040-014
23810,7050 002 16 0 0 400 2 2,L160-040-024
23811, 7050 002 16 0 0600 1 2,L160-060-014
23812, 7050 002 16 0 0600 2 2,L160-060-024
23813,7050 002 18 0 0 014 1 2,L180-001-014
23814,7050 002 18 0 0 014 2 2,L180-001-024
23815,7050 002 18 0 0 025 1 2,L180-002-014
23816,7050 002 18 0 0 025 2 2,L180-002-024
23817,7050 002 18 0 0 050 1 2,L180-005-014
23818,7050 002 18 0 0 050 2 2,L180-005-024
23819,7050 002 18 0 0 100 1 2,L180-010-014
23820,7050 002 18 0 0 100 2 2,L180-010-024
23821,7050 002 18 0 0 150 1 2,L180-015-014
23822,7050 002 18 0 0 150 2 2,L180-015-024
23823,7050 002 18 0 0 250 1 2,L180-025-014
23824,7050 002 18 0 0 250 2 2,L180-025-024
23825,7050 002 18 0 0 400 1 2,L180-040-014
23826,7050 002 18 0 0 400 2 2,L180-040-024
23827, 7050 002 18 0 0600 1 2,L180-060-014
23828, 7050 002 18 0 0600 2 2,L180-060-024
23829,7050 002 19 0 0 005 1 2,L190-005-014
23830,7050 002 20 0 0 014 1 2,L200-001-014
23831,7050 002 20 0 0 014 2 2,L200-001-024
23832,7050 002 20 0 0 025 1 2,L200-002-014
23833,7050 002 20 0 0 025 2 2,L200-002-024
23834,7050 002 20 0 0 050 1 2,L200-005-014
23835,7050 002 20 0 0 050 2 2,L200-005-024
23836,7050 002 20 0 0 100 1 2,L200-010-014
23837,7050 002 20 0 0 100 2 2,L200-010-024
23838,7050 002 20 0 0 150 1 2,L200-015-014
23839,7050 002 20 0 0 150 2 2,L200-015-024
23840,7050 002 20 0 0 250 1 2,L200-025-014
23841,7050 002 20 0 0 250 2 2,L200-025-024
23842,7050 002 20 0 0 400 1 2,L200-040-014
23843,7050 002 20 0 0 400 2 2,L200-040-024
23844, 7050 002 20 0 0600 1 2,L200-060-014
23845, 7050 002 20 0 0600 2 2,L200-060-024
23846,7050 002 24 0 0 014 1 2,L240-001-014
23847,7050 002 24 0 0 014 2 2,L240-001-024
23848,7050 002 24 0 0 025 1 2,L240-002-014
23849,7050 002 24 0 0 025 2 2,L240-002-024
23850,7050 002 24 0 0 050 1 2,L240-005-014
23851,7050 002 24 0 0 050 2 2,L240-005-024
23852,7050 002 24 0 0 100 1 2,L240-010-014
23853,7050 002 24 0 0 100 2 2,L240-010-024
23854,7050 002 24 0 0 150 1 2,L240-015-014
23855,7050 002 24 0 0 150 2 2,L240-015-024
23856,7050 002 24 0 0 250 1 2,L240-025-014
23857,7050 002 24 0 0 250 2 2,L240-025-024
23858,7050 002 24 0 0 400 1 2,L240-040-014
23859,7050 002 24 0 0 400 2 2,L240-040-024
23860, 7050 002 24 0 0600 1 2,L240-060-014
23861, 7050 002 24 0 0600 2 2,L240-060-024
23862,7050 002 32 0 0 014 1 2,L320-001-014
23863,7050 002 32 0 0 014 2 2,L320-001-024
23864,7050 002 32 0 0 025 1 2,L320-002-014
23865,7050 002 32 0 0 025 2 2,L320-002-024
23866,7050 002 32 0 0 050 1 2,L320-005-014
23867,7050 002 32 0 0 050 2 2,L320-005-024
23868,7050 002 32 0 0 100 1 2,L320-010-014
23869,7050 002 32 0 0 100 2 2,L320-010-024
23870,7050 002 32 0 0 150 1 2,L320-015-014
23871,7050 002 32 0 0 150 2 2,L320-015-024
23872,7050 002 32 0 0 250 1 2,L320-025-014
23873,7050 002 32 0 0 250 2 2,L320-025-024
23874,7050 002 32 0 0 400 1 2,L320-040-014
23875,7050 002 32 0 0 400 2 2,L320-040-024
23876, 7050 002 32 0 0600 1 2,L320-060-014
23877, 7050 002 32 0 0600 2 2,L320-060-024
23878,7050 002 40 0 0 014 1 2,L400-001-014
23879,7050 002 40 0 0 014 2 2,L400-001-024
23880,7050 002 40 0 0 025 1 2,L400-002-014
23881,7050 002 40 0 0 025 2 2,L400-002-024
23882,7050 002 40 0 0 050 1 2,L400-005-014
23883,7050 002 40 0 0 050 2 2,L400-005-024
23884,7050 002 40 0 0 100 1 2,L400-010-014
23885,7050 002 40 0 0 100 2 2,L400-010-024
23886,7050 002 40 0 0 150 1 2,L400-015-014
23887,7050 002 40 0 0 150 2 2,L400-015-024
23888,7050 002 40 0 0 250 1 2,L400-025-014
23889,7050 002 40 0 0 250 2 2,L400-025-024
23890,7050 002 40 0 0 400 1 2,L400-040-014
23891,7050 002 40 0 0 400 2 2,L400-040-024
23892, 7050 002 40 0 0600 1 2,L400-060-014
23893, 7050 002 40 0 0600 2 2,L400-060-024
23894,7050 002 50 0 0 000 0 0,L008-005-134
23895,7050 003 01 7 0 050 1 1,L016-005-012
23896,7050 003 02 0 0 014 1 2,L020-001-012
23897,7050 003 02 0 0 014 2 2,L020-001-022
23898,7050 003 02 0 0 025 1 2,L020-002-012
23899,7050 003 02 0 0 025 2 2,L020-002-022
23900,7050 003 02 0 0 050 1 2,L020-005-012
23901,7050 003 02 0 0 050 2 2,L020-005-022
23902,7050 003 02 0 0 100 1 2,L020-010-012
23903,7050 003 02 0 0 100 2 2,L020-010-022
23904,7050 003 02 0 0 150 1 2,L020-015-012
23905,7050 003 02 0 0 150 2 2,L020-015-022
23906,7050 003 02 0 0 250 1 2,L020-025-012
23907,7050 003 02 0 0 250 2 2,L020-025-022
23908,7050 003 02 0 0 400 1 2,L020-040-012
23909,7050 003 02 0 0 400 2 2,L020-040-022
23910, 7050 003 02 0 0600 1 2,L020-060-012
23911, 7050 003 02 0 0600 2 2,L020-060-022
23912,7050 003 03 0 0 014 1 2,L030-001-012
23913,7050 003 03 0 0 014 2 2,L030-001-022
23914,7050 003 03 0 0 025 1 2,L030-002-012
23915,7050 003 03 0 0 025 2 2,L030-002-022
23916,7050 003 03 0 0 050 1 1,L180-005-032
23917,7050 003 03 0 0 050 1 2,L030-005-032
23918,7050 003 03 0 0 050 2 1,L070-005-032
23919,7050 003 03 0 0 050 2 2,L030-005-022
23920,7050 003 03 0 0 100 1 2,L030-010-012
23921,7050 003 03 0 0 100 2 1,L030-010-032
23922,7050 003 03 0 0 100 2 2,L030-010-022
23923,7050 003 03 0 0 150 1 2,L030-015-012
23924,7050 003 03 0 0 150 2 2,L030-015-022
23925,7050 003 03 0 0 250 1 2,L030-025-012
23926,7050 003 03 0 0 250 2 2,L030-025-022
23927,7050 003 03 0 0 400 1 2,L030-040-012
23928,7050 003 03 0 0 400 2 2,L030-040-022
23929, 7050 003 03 0 0600 1 2,L030-060-012
23930, 7050 003 03 0 0600 2 2,L030-060-022
23931,7050 003 04 0 0 014 1 2,L040-001-012
23932,7050 003 04 0 0 014 2 2,L040-001-022
23933,7050 003 04 0 0 025 1 2,L040-002-012
23934,7050 003 04 0 0 025 2 2,L040-002-022
23935,7050 003 04 0 0 050 1 2,L040-005-012
23936,7050 003 04 0 0 050 2 2,L040-005-022
23937,7050 003 04 0 0 100 1 2,L040-010-012
23938,7050 003 04 0 0 100 2 2,L040-010-022
23939,7050 003 04 0 0 150 1 2,L040-015-012
23940,7050 003 04 0 0 150 2 2,L040-015-022
23941,7050 003 04 0 0 250 1 2,L040-025-012
23942,7050 003 04 0 0 250 2 2,L040-025-022
23943,7050 003 04 0 0 400 1 2,L040-040-012
23944,7050 003 04 0 0 400 2 2,L040-040-022
23945, 7050 003 04 0 0600 1 2,L040-060-012
23946, 7050 003 04 0 0600 2 2,L040-060-022
23947,7050 003 05 0 0 014 1 2,L050-001-012
23948,7050 003 05 0 0 025 1 2,L050-002-012
23949,7050 003 05 0 0 050 1 2,L050-005-012
23950,7050 003 05 0 0 050 2 1,L050-005-032
23951,7050 003 05 0 0 100 1 2,L050-010-012
23952,7050 003 05 0 0 100 2 1,L050-010-032
23953,7050 003 05 0 0 150 1 2,L050-015-012
23954,7050 003 05 0 0 150 2 1,L050-015-032
23955,7050 003 05 0 0 250 1 2,L050-025-012
23956,7050 003 05 0 0 400 1 2,L050-040-012
23957, 7050 003 05 0 0600 1 2,L050-060-012
23958,7050 003 06 0 0 014 1 2,L060-001-012
23959,7050 003 06 0 0 025 1 2,L060-002-012
23960,7050 003 06 0 0 050 1 2,L060-005-012
23961,7050 003 06 0 0 100 1 2,L060-010-012
23962,7050 003 06 0 0 150 1 2,L060-015-012
23963,7050 003 06 0 0 250 1 2,L060-025-012
23964,7050 003 06 0 0 400 1 2,L060-040-012
23965, 7050 003 06 0 0600 1 2,L060-060-012
23966,7050 003 07 0 0 014 1 2,L070-001-012
23967,7050 003 07 0 0 025 1 2,L070-002-012
23968,7050 003 07 0 0 050 1 2,L070-005-012
23969,7050 003 07 0 0 100 1 2,L070-010-032
23970,7050 003 07 0 0 150 1 2,L070-015-012
23971,7050 003 07 0 0 150 2 1,L070-015-032
23972,7050 003 07 0 0 150 3 2,L070-015-052
23973,7050 003 07 0 0 150 3 3,L071-015-052
23974,7050 003 07 0 0 250 1 2,L070-025-012
23975,7050 003 07 0 0 250 2 1,L070-025-042
