No,DCNo,ItemCode,Description,HSN,Quantity,Rate,Amount,UOM
2030,2293,-,CUTTING WHEEL,,3,1.0,3.0,NOS
2031,2293,-,BUFFING WHEEL,,1,1.0,1.0,NOS
2032,2293,-,GRANDING WHEEL,,1,1.0,1.0,NOS
2033,2293,-,CHISSEL,,1,1.0,1.0,NOS
2034,2294,-,HEXO FRAME,0,1,1.0,1.0,NOS
2035,2294,-,BLAD,,1,1.0,1.0,NOS
2036,2295,-,FESTO CYLINDER 63-300 -WITH FITTINGS,0,1,1.0,1.0,NOS
2037,2295,-,ALUMINIUM CUT OFF WHEEL,0,1,1.0,1.0,NOS
2038,2296,-,LAPTOP WITH CABLE,0,1,1.0,1.0,NOS
2041,2297,-,CRIMPING TOOL,,2,1.0,2.0,NOS
2042,2297,-,CABLE 2.5 SQMM 6 MTR,,1,1.0,1.0,NOS
2043,2298,-,SS PLAT 2500*425 ,0,4,1.0,4.0,NOS
2044,2299,-,GRADDER MACHINE,0,1,1.0,1.0,NOS
2045,2299,-,DRILL MACHINE,,1,1.0,1.0,NOS
2046,2300,-,DUNNAGE- RH,0,1,1.0,1.0,NOS
2047,2300,-,PU FINFER SQUARE,,1,1.0,1.0,NOS
2048,2300,-,PU FINGER L TYPE,,1,1.0,1.0,NOS
2049,2301,-,SAMDAX-JDM-1255I5HBP-VELCRO,0,15,1.0,15.0,NOS
2050,2301,-,SANDMAX-JMD-SM-1506I6HBP-VELCRO,,5,1.0,5.0,NOS
2052,2302,-,SEAFTY GOGGAL,,1,1.0,1.0,NOS
2053,2304,-,M12 PNP NO FL HALL SENSOR,0,9,1.0,9.0,NOS
2054,2305,-,1145-100.6 FLAT,0,238,1.0,238.0,NOS
2055,2306,-, RIB 25 MTR,0,25,1.0,25.0,NOS
2056,2308,-,1145-100.6 FLAT,0,238,1.0,238.0,NOS
2057,2309,-,RIB 25 MTR,0,4,1.0,4.0,NOS
2060,2312,-,TAIL GATE 105 BOTTOM DUNNAGE,0,1,1.0,1.0,NOS
2061,2313,-,DUNNAGE,0,9,1.0,9.0,NOS
2062,2314,-,DRILL MACHINE,0,1,1.0,1.0,NOS
2063,2314,-,CRIMPING TOOL,,1,1.0,1.0,NOS
2064,2314,-,PLAYAR,,1,1.0,1.0,NOS
2065,2314,-,STEEPER,,1,1.0,1.0,NOS
2066,2316,-,welding machine,0,1,1.0,1.0,NOS
2067,2317,-,VERNIER,0,1,1.0,1.0,NOS
2068,2318,-,SCRAP,0,1,1.0,1.0,NOS
2069,2319,-,MS PARTS,0,47,1.0,47.0,NOS
2070,2319,-,PINS,,10,1.0,10.0,NOS
2071,2320,-,PINS,0,4,1.0,4.0,NOS
2072,2320,-,MS PARTS,,5,1.0,5.0,NOS
2073,2321,-,FIRE CLYNIDER 5 KG,0,6,1.0,6.0,NOS
2074,2321,-,FIRE CLYNIDER 2 KG,,2,2.0,4.0,NOS
2075,2322,-,CO2 TORCH,0,2,1.0,2.0,NOS
2076,2323,-,POLISH PAPER,0,195,1.0,195.0,NOS
2077,2324,-,VERNIER,0,1,1.0,1.0,NOS
2078,2325,-,DRIVE,0,2,1.0,2.0,NOS
2079,2326,-,pu paint 5018 - 40 ltr,0,40,1.0,40.0,NOS
2080,2327,-,BRUSH HOLDER,0,36,1.0,36.0,NOS
2081,2327,-,BRUSH,,96,1.0,96.0,NOS
2082,2327,-,pu paint 5018 - 40 ltr,,40,1.0,40.0,NOS
2083,2327,-,THINNER QD-20 LTR,,20,1.0,20.0,NOS
2084,2327,-,PINK PAINT- 5 LTR,,5,1.0,5.0,NOS
2085,2327,-,J-HOOK,,48,1.0,48.0,NOS
2086,2327,-,ALLEN BOLT M8*75,,91,1.0,91.0,NOS
2087,2327,-,NYLON NUT M8,,160,1.0,160.0,NOS
2088,2327,-,GAS SPRING- L,,36,1.0,36.0,NOS
2089,2327,-,HEX BOLT M 10X25,,20,1.0,20.0,NOS
2090,2327,-,Self Threading Screw 7*25,,500,1.0,500.0,NOS
2091,2327,-,PU FINGER,,1300,1.0,1300.0,NOS
2092,2327,-,FLAT -40X10X1200,,28,1.0,28.0,NOS
2093,2328,-,BRUSH HOLDER,0,36,1.0,36.0,NOS
2094,2328,-,BRUSH,,96,1.0,96.0,NOS
2095,2328,-,PAINT 5018 -20 LTR,,20,1.0,20.0,NOS
2096,2328,-,THINNER QD-20 LTR,,20,1.0,20.0,NOS
2097,2328,-,PINK PAINT- 5 LTR,,5,1.0,5.0,NOS
2098,2328,-,J-HOOK,,48,1.0,48.0,NOS
2099,2328,-,GAS SPRING- L,,36,1.0,36.0,NOS
2100,2328,-,HEX BOLT M 10X25,,20,1.0,20.0,NOS
2101,2328,-,PU FINGER,,1300,1.0,1300.0,NOS
2102,2328,-,FLAT -40X10X1200,,28,1.0,28.0,NOS
2103,2329,-,PU FINGER,0,1300,1.0,1300.0,NOS
2104,2329,-,BRUSH HOLDER,,36,1.0,36.0,NOS
2105,2329,-,BRUSH,,96,1.0,96.0,NOS
2106,2329,-,PAINT 5018 -20 LTR,,20,1.0,20.0,NOS
2107,2329,-,THINNER QD-20 LTR,,20,1.0,20.0,NOS
2108,2329,-,PINK PAINT- 5 LTR,,5,1.0,5.0,NOS
2109,2329,-,J-HOOK,,48,1.0,48.0,NOS
2110,2329,-,GAS SPRING- L,,36,1.0,36.0,NOS
2111,2329,-,HEX BOLT M 10X25,,20,1.0,20.0,NOS
2112,2329,-,FLAT -40X10X1200,,28,1.0,28.0,NOS
2113,2329,-,NYLOCK NUT M*8,,160,1.0,160.0,NOS
2114,2330,840-02-01,20x44x20x979mm inserts ,0,9,1.0,9.0,NOS
2118,2331,00853/54-05-01,BOTTOM PU DIE SMALL,0,1,1.0,1.0,NOS
2119,2331,853/54-05-02,BOTTOM PU DIE BIG,,1,1.0,1.0,NOS
2120,2331,00853/54-05-03,TOP PU DUNNAGE WITH DEGREE LH,,1,1.0,1.0,NOS
2121,2331,853/54-05-03,TOP PU DUNNAGE WITH DEGREE RH,,1,1.0,1.0,NOS
2122,2331,853/54-05-04,TOP PU DUNNAGE WITH STRAIGHT ,,1,1.0,1.0,NOS
2123,2331,00840-02-01,20x44x20x979mm inserts,,50,1.0,50.0,NOS
2126,2332,00853/54-05-03,TOP PU DIE WITH DEGREE LH,,1,1.0,1.0,NOS
2127,2332,00853/54-05-03,TOP PU DIE WITH DEGREE RH,,1,1.0,1.0,NOS
2128,2332,00853/54-05-04,TOP PU DIE WITH STRAIGHT ,,1,1.0,1.0,NOS
2129,2332,00840-02-01,20x44x20x979mm inserts,,50,1.0,50.0,NOS
2132,2332,00853/54-05-01,BOTTOM PU DIE SMALL,0,1,1.0,1.0,NOS
2133,2332,853/54-05-02,BOTTOM PU DIE BIG,,1,1.0,1.0,NOS
2134,2332,00853/54-05-01,40X1000 BOTTOM SMALL INSERTS,,8,1.0,8.0,NOS
2135,2332,00853/54-05-02,40X1000 BOTTOM BIG INSERTS,,8,1.0,8.0,NOS
2136,2332,00853/54-05-03,52X1000 TOP INSERTS RH,,11,1.0,11.0,NOS
2137,2332,00853/54-05-04,TOP INSERTS STRAIGHT ,,35,1.0,35.0,NOS
2138,2333,-,WELDING MACHINE,0,2,1.0,2.0,NOS
2139,2334,-,FLAT 100X6 THK 290MM,0,100,1.0,100.0,NOS
2140,2334,-,FLAT 100X6 1145MM,,52,1.0,52.0,NOS
2141,2335,-,FLAT 30X5,0,8,1.0,8.0,NOS
2142,2335,-,FLAT 50X5,,4,1.0,4.0,NOS
2143,2336,-,FLAT 387 MM,0,300,1.0,300.0,NOS
2144,2336,-,FLAT 1575MM,,300,1.0,300.0,NOS
2145,2336,-,FLAT 394 MM,,100,1.0,100.0,NOS
2146,2336,, FLAT395 MM,,100,1.0,100.0,NOS
2147,2336,,FLAT 825 MM,,100,1.0,100.0,NOS
2148,2337,-,EMETY BUCKET,0,1,40.0,40.0,NOS
2150,2338,,,,0,0.0,0.0,NOS
2151,2338,,,,0,0.0,0.0,NOS
2153,2338,-,FLAT 100X6 -3 MTR,0,20,1.0,20.0,NOS
2154,2339,5JL809606,BODY SIDE RH-019/021/026/046,0,4,1.0,4.0,NOS
2155,2340,-,6RU 827 106B TAIL GATE OUTER COMTAINER,0,4,1.0,4.0,NOS
2156,2341,-,SPACER BAR 16 BRIGHT BAR,0,8,1.0,8.0,NOS
2157,2342,-,00654-37-12 - PIN,0,6,1.0,6.0,NOS
2158,2342,-,653-73-11 - PIN,,1,1.0,1.0,NOS
2159,2342,-,653-67-11 - PIN,,1,1.0,1.0,NOS
2160,2342,-,653-57-11 - PIN,,2,1.0,2.0,NOS
2161,2342,-,653-59-11 - PIN,,2,1.0,2.0,NOS
2162,2343,-,SQ BAR 60X60X1030,0,1,1.0,1.0,NOS
2163,2343,-,SQ BAR 60X60X1030,0,1,1.0,1.0,NOS
2164,2345,-,ROUND PIPE 1027 MM-l-LENTH,0,67,1.0,67.0,NOS
2165,2347,-,EMETY BUCKET,0,1,40.0,40.0,NOS
2166,2348,-,EMETY BUCKET,0,2,40.0,80.0,NOS
2167,2349,-,SPACER BAR 16 BRIGHT BAR,0,8,1.0,8.0,NOS
2168,2350,-,5JL809605&5JL809606 BODY SIDE-RH-09/10/14/ LH-15,0,4,1.0,4.0,NOS
2169,2352,-,6RU827106B TAIL GATE OUTER,0,4,1.0,4.0,NOS
2170,2353,-,12V SCRAP BATTRY,0,9,1.0,9.0,NOS
2171,2354,-,5JL809 BODY SIDE RH-05/15/27/38,0,4,1.0,4.0,NOS
2172,2355,-,BOOM MACHINE,0,1,1.0,1.0,NOS
2173,2356,-,TUBE 50X1400 LENTH,0,5,1.0,5.0,NOS
2174,2357,-,1.	Front Door Notch Back Modification LH 5JL831111 ,0,4,1.0,4.0,NOS
2175,2357,-,2.	Front Door Notch Back Modification RH 5JL831112 ,,4,1.0,4.0,NOS
2176,2357,-,5JL809606 BODY SIDE RH - 3/36/1/8,0,4,1.0,4.0,NOS
2177,2358,-,5JL809606 BODY SIDE RH - 3/36/1/8,0,4,1.0,4.0,NOS
2178,2359,-,TAIL GATE 105 SIDE DUNNAGE DIE 1 ,0,1,1.0,1.0,NOS
2179,2359,-,INSERT 40*1000 BSO BOTTOM DUNNAGE,,3,1.0,3.0,NOS
2180,2359,-,INSERT 50*960 BSO TOP STRIET DUNNAGE,,22,1.0,22.0,NOS
2181,2359,-,INSERT 50*1000 BSO TOP DEGREE ,,1,1.0,1.0,NOS
2182,2359,-,INSERT 43.5*979 TAIL GATE 105 DUNNAGE,,60,1.0,60.0,NOS
2183,2359,-,PU FINGER L TYPE,,50,1.0,50.0,NOS
2184,2359,-,PU FINFER SQUARE,,50,1.0,50.0,NOS
2185,2361,-,DAI,0,1,1.0,1.0,NOS
2186,2362,-,5JL809606 BODY SIDE RH - 29 / 08 /  24 / 44,0,4,1.0,4.0,NOS
2187,2363,P0034,TESTING PANEL-,0,2,1.0,2.0,NOS
2188,2364,-,PLASTIC PIPE,0,1,1.0,1.0,NOS
2189,2365,-,TAILGATE 827105 BOTTOM DUNNAGE MOLD,0,1,1.0,1.0,NOS
2190,2366,-,BOTTOM SMALL DUNNAGE,0,3,1.0,3.0,NOS
2191,2366,-,5JL809606 BODY SIDE RH-31/32/45 & LH - 13,0,4,1.0,4.0,NOS
2193,2367,-,BODY SIDE BOTTOM DUNNAGE  NB SMALL,,4,1.0,4.0,NOS
2194,2367,-,BODY SIDE BOTTOM DUNNAGE NB BIG,,4,1.0,4.0,NOS
2195,2367,-,106 TAIL GATE BOTTOM DUNNAGE 485 MM,,4,1.0,4.0,NOS
2196,2367,-,INSERT 44*485,,4,1.0,4.0,NOS
2197,2368,-,5JL8090606 BODY SIDE RH-31/32/45 & LH-13,0,4,1.0,4.0,NOS
2198,2369,-,5JL809606 BODY SIDE RH-02/16/30/33,0,4,1.0,4.0,NOS
2199,2370,-,5JL809605 BODY SIDE LH-5/17/16/14,0,4,1.0,4.0,NOS
2200,2371,-,5JL809606 BODY SIDE OUTERRH-17/2028/35,0,4,1.0,4.0,NOS
2203,2372,655-41-07,SHIM,0,1,1.0,1.0,NOS
2204,2372,655-41-03,T-MYLER,,2,1.0,2.0,NOS
2205,2372,655-39-66,T-MYLER,,1,1.0,1.0,NOS
2206,2372,654-40-66,T-MYLER,,1,1.0,1.0,NOS
2207,2372,654-41-66,T-MYLER,,1,1.0,1.0,NOS
2208,2372,653-75-71,SHIM,,4,1.0,4.0,NOS
2209,2372,653-03-71,SHIM,,4,1.0,4.0,NOS
2210,2372,653-75-72,SOLID SHIM,,4,1.0,4.0,NOS
2211,2372,653-03-72,SOLID SHIM,,4,1.0,4.0,NOS
2212,2373,-,00654-37-12 - PIN,0,6,1.0,6.0,NOS
2213,2373,-,653-73-11 - PIN,,1,1.0,1.0,NOS
2214,2373,-,653-67-11 - PIN,,1,1.0,1.0,NOS
2215,2373,-,653-57-11 - PIN,,2,1.0,2.0,NOS
2216,2373,-,653-59-11 - PIN,,2,1.0,2.0,NOS
2217,2374,-,TAIL GATE 827106 SIDE DUNNAGE MOULD,0,1,1.0,1.0,NOS
2218,2374,TAIL GATE 827106,BOTTOM DUNNAGE-1,,1,1.0,1.0,NOS
2219,2375,-,5JL809605 BODY SIDE LH-2/7/3,0,3,1.0,3.0,NOS
2220,2375,-,5JL809606 BODY SIDE RH - 7,,1,1.0,1.0,NOS
2221,2376,-,5JL809606 BODY SIDE RH-13/11/34/23,0,4,1.0,4.0,NOS
2222,2377,-,ms plate 100*200,0,1,1.0,1.0,NOS
2223,2378,853154-11-01/853/54-11-02,bottom pu dunnage-100x42.5,0,34,1.0,34.0,NOS
2224,2378,853/54-11-3,top pu dunnage 100x52.5,,17,1.0,17.0,NOS
2225,2378,853/54-1-04,top pu dunnage 963x52.5,,17,1.0,17.0,NOS
2226,2379,-,00654-37-12 - PIN,0,6,1.0,6.0,NOS
2227,2379,-,653-73-11 - PIN,,1,1.0,1.0,NOS
2228,2379,-,653-67-11 - PIN,,1,1.0,1.0,NOS
2229,2379,-,653-57-11 - PIN,,2,1.0,2.0,NOS
2230,2379,-,653-59-11 - PIN,,2,1.0,2.0,NOS
2231,2380,-,"5JL809606 BODY SIDE RH-12/37/18, LH -9",0,4,1.0,4.0,NOS
2232,2381,-,5JL809605 BODY SIDE LH- 11/12 5JL809606 BODY SIDE RH -43/41,0,4,1.0,4.0,NOS
2233,2382,00654-38-65,MYLER,0,3,1.0,3.0,NOS
2234,2383,00654-37-12,PIN,0,6,1.0,6.0,NOS
2235,2383,653-73-11,PIN,,1,1.0,1.0,NOS
2236,2383,653-67-11,PINS,,1,1.0,1.0,NOS
2237,2383,653-57-11,PIN,,2,1.0,2.0,NOS
2238,2383,653-59-11,PIN,,2,1.0,2.0,NOS
2239,2383,00654-38-65,MYLER,,3,1.0,3.0,NOS
2240,2384,653 03 71-R1,SHIM 5MM,0,4,1.0,4.0,NOS
2241,2384,653 03 72,SHIM 2MM,,4,1.0,4.0,NOS
2242,2384,653 57 11 R1,PIN,,2,1.0,2.0,NOS
2243,2384,653 59 11 R1,PIN,,2,1.0,2.0,NOS
2244,2384,653 67 11 R1,PIN,,1,1.0,1.0,NOS
2245,2384,653 73 11 R1,PIN,,1,1.0,1.0,NOS
2246,2384,653 75 71 R1 ,SHIM 5MM,,4,1.0,4.0,NOS
2247,2384,653 75 72,SHIM 2MM,,4,1.0,4.0,NOS
2248,2384,654 37 65 R1,T BKT,,2,1.0,2.0,NOS
2249,2384,654 41 12 R1,PINS,,6,1.0,6.0,NOS
2250,2384,654 41 66 R1,T BKT,,4,1.0,4.0,NOS
2251,2384,655 41 03,CLAMP MYLER,,2,1.0,2.0,NOS
2252,2384,655 41 05,WELD RISER,,1,1.0,1.0,NOS
2253,2384,655 41 06,NYLON PAD,,1,1.0,1.0,NOS
2254,2384,655 41 07,SHIM 5MM,,1,1.0,1.0,NOS
2255,2384,-,HARDWARE,,1,1.0,1.0,NOS
2256,2384,-,DRILL 3.3,,4,1.0,4.0,NOS
2257,2384,B2204803740,APS UPS -,,1,1.0,1.0,NOS
2258,2384,-,DRILL MACHINE,,1,1.0,1.0,NOS
2259,2384,-,grinding machine,,1,1.0,1.0,NOS
2260,2384,-,CRIMPING TOOL,,1,1.0,1.0,NOS
2261,2384,-,MULTIMETAR,,1,1.0,1.0,NOS
2262,2384,-,KALIBRATION CABLE,,2,1.0,2.0,NOS
2263,2384,-,PRESS SWITCH BUTTON BLACK,,2,1.0,2.0,NOS
2264,2384,-,TAP M4,,1,1.0,1.0,NOS
2265,2388,-,5JL809606 BODY SIDE OUTER RH - 39/04/42/NO,0,4,1.0,4.0,NOS
2266,2389,-,5JL809605 BODY SIDE LH-4/01/NO 5JL809606 BODY SIDE RH - 25,0,4,1.0,4.0,NOS
2267,2390,-,	Front Door Notch Back Modification LH 5JL831111 ,0,4,1.0,4.0,NOS
2268,2390,-,Front Door Notch Back Modification RH 5JL831112 ,,4,1.0,4.0,NOS
2269,2391,-,EMETY BUCKET,0,2,1.0,2.0,NOS
2270,2392,-,ALLEN KEY  M4,0,1,1.0,1.0,NOS
2271,2392,-,TAP M8,,1,1.0,1.0,NOS
2272,2393,-,SQURE NUT,0,55,1.0,55.0,NOS
2273,2394,-,EXTRA LONG DRILL M5,0,1,1.0,1.0,NOS
2274,2394,-,EXTRA LONG DRILL M 7.8,,1,1.0,1.0,NOS
2275,2394,-,MEASURING TAPE 3 MTR,,1,1.0,1.0,NOS
2276,2394,-,HEX NUT M14,,10,1.0,10.0,NOS
2277,2394,-,MYLER,,2,1.0,2.0,NOS
2278,2395,-,CO2 TORCH,0,6,1.0,6.0,NOS
2279,2395,,REGULATOR,,6,1.0,6.0,NOS
2281,2396,0833 05 03,BODY SIDE TOP DUNNAGE,,1,1.0,1.0,NOS
2282,2396,0833 05 04,BODY SIDE TOP DUNNAGE,,1,1.0,1.0,NOS
2283,2396,840 03 02,TAIL GATE SIDE DUNNAGE,,1,1.0,1.0,NOS
2284,2396,0833 05 01,BODY SIDE BOTTOM DUNNAGE,,1,1.0,1.0,NOS
2285,2396,0833 05 02,BODY SIDE BOTTOM DUNNAGE BIG,,1,1.0,1.0,NOS
2286,2397,-,TONER,0,3,1.0,3.0,NOS
2287,2398,-,HOIST TROLLY,0,4,1.0,4.0,NOS
2288,2399,-,EXTRA LONG DRILL M 7.9,0,1,1.0,1.0,NOS
2289,2400,-,SS 304 SHEET 1250X2500X2,0,4,1.0,4.0,NOS
2290,2401,-,LAN CABLE 12 MTR,0,1,1.0,1.0,NOS
2291,2401,-,LAN CONNECTOR,,6,1.0,6.0,NOS
2292,2401,-,LAN CRIMPING TOOL,,1,1.0,1.0,NOS
2293,2402,-,LAN CRIMPING TOOL,0,1,1.0,1.0,NOS
2294,2402,-,LAN CABLE 12 MTR,,1,1.0,1.0,NOS
2295,2402,-,LAN CONNECTOR,,6,1.0,6.0,NOS
2296,2403,-,TAP M6,0,1,1.0,1.0,NOS
2297,2403,-,LM BLOCK HIWIN,,1,1.0,1.0,NOS
2298,2403,-,LM RAIL 750 MM,,2,1.0,2.0,NOS
2299,2403,-,ALLEN BOLT M6X25,,30,1.0,30.0,NOS
2300,2403,-,DRILL 5.5,,1,1.0,1.0,NOS
2301,2403,-,DRILL 5.0,,1,1.0,1.0,NOS
2302,2404,-,DRILL 3.3,0,2,2.0,4.0,NOS
2303,2404,-,TAPPING OIL,,1,1.0,1.0,NOS
2307,2405,-,DRILL 3.3,,1,1.0,1.0,NOS
2308,2405,-,TAPPING OIL,,1,1.0,1.0,NOS
2309,2406,-,RACK- 981 MM,0,1,1.0,1.0,NOS
2310,2407,-,LM RAIL 25X 1190 MM,0,1,1.0,1.0,NOS
2311,2407,-,LM RAIL 25X1600,,1,1.0,1.0,NOS
2312,2407,-,RACK 25X600 MM,,1,1.0,1.0,NOS
2313,2407,-,RACK 25X300,,1,1.0,1.0,NOS
2314,2407,-,ALLEN BOLT M6X25,,40,1.0,40.0,NOS
2315,2407,-,ALLEN BOLT M8X30,,19,1.0,19.0,NOS
2316,2408,-,RACK 25X300MM,0,1,1.0,1.0,NOS
2317,2408,-,RACK 25X 220MM,,2,1.0,2.0,NOS
2318,2409,-,TESTING PANEL,0,3,1.0,3.0,NOS
2319,2410,-,BLDC DRIVE ,0,2,1.0,2.0,NOS
2320,2410,-,MOTOR BLDC,,2,1.0,2.0,NOS
2321,2411,Z21-0537-001,SS 304 SHEET 1250 X 2500 X 2,0,5,1.0,5.0,NOS
2322,2412,Z21-0537-001,SS 304 SHEET 1250 X 2500 X 2,0,5,1.0,5.0,NOS
2323,2413,-,INSERT 20*44*20*979,0,120,1.0,120.0,NOS
2324,2414,-,LM BLOCK M15,0,1,1.0,1.0,NOS
2325,2414,-,ALLEN BOLT M8 * 30 ,0,20,1.0,20.0,NOS
2326,2414,-,ALLEN BOLT M4 * 20 ,0,40,1.0,40.0,NOS
2327,2414,-,ALLEN BOLT M8 * 25,0,40,1.0,40.0,NOS
2328,2414,-,ALLEN BOLT M6X25,0,50,1.0,50.0,NOS
2329,2414,-,M4 TAP SET,0,1,1.0,1.0,NOS
2330,2415,-,LM RAIL 15*900MM ,0,2,1.0,2.0,NOS
2331,2415,-,RACK 25*690,0,2,1.0,2.0,NOS
2332,2415,-,RACK 25*980,0,1,1.0,1.0,NOS
2333,2415,-,LM RAIL 25*700MM ,0,2,1.0,2.0,NOS
2334,2416,-,LM BLOCK M15,0,1,1.0,1.0,NOS
2335,2416,-,ALLEN BOLT M4 * 20,0,40,1.0,40.0,NOS
2336,2416,-,ALLEN BOLT M6X25,0,50,1.0,50.0,NOS
2337,2416,-,M4 TAP SET,0,1,1.0,1.0,NOS
2338,2417,-,SS SHEET 86X1200MM,0,1,1.0,1.0,NOS
2339,2418,-,BELT,0,2,1.0,2.0,NOS
2340,2419,00853/54-05-01,BOTTOM PU DIE SMALL,0,1,1.0,1.0,NOS
2341,2419,853/54-05-02,BOTTOM PU DIE BIG,,1,1.0,1.0,NOS
2342,2419,00853/54-05-03,TOP DEI WITH DEGREE LH,,1,1.0,1.0,NOS
2343,2419,00853/54-05-04,TOP DEI WITH STRAIGHT,,1,1.0,1.0,NOS
2344,2419,00853/54-05-01,40X1000 BOTTOM SMALL INSERT,,8,1.0,8.0,NOS
2345,2419,00853/54-05-02,40X1000 BOTTOM BIG INSERT,,8,1.0,8.0,NOS
2346,2419,00853/54-05-03,52X1000 TOP INSERT RH,,11,1.0,11.0,NOS
2347,2419,00853/54-05-03,TOP PU DEI WITH DEGREE RH,,1,1.0,1.0,NOS
2348,2419,00853/54-05-04,52X960 TOP INSERT STRAIGHT,,35,1.0,35.0,NOS
2349,2420,-,INSERT 40X1000,0,30,1.0,30.0,NOS
2350,2420,-,INSERT 52X960,,15,1.0,15.0,NOS
2351,2420,-,INSERT 52X1000,,15,1.0,15.0,NOS
2356,2421,-,	NEW BODY SIDE 5JL809606 - ,,2,1.0,2.0,NOS
2357,2421,-, NEW TAIL- GATE 5JN827105 ,,4,1.0,4.0,NOS
2358,2422,-,100X6 THK 3 MTR,0,10,1.0,10.0,NOS
2359,2423,-,PANEL CABINET FOR POLISHING,0,5,1.0,5.0,NOS
2360,2424,-,PANEL CABINET FOR POLISHING,0,6,1.0,6.0,NOS
2361,2425,853-11-05/06,INSERT 40X1000,0,35,1.0,35.0,NOS
2362,2425,853-11-07,INSERT 52X1000,,58,1.0,58.0,NOS
2363,2425,583-11-08,INSERT 52X960,,49,1.0,49.0,NOS
2364,2425,855-01-21,INSERT 20*44*20*285MM,,234,1.0,234.0,NOS
2365,2425,855-01-22,INSERT 20*44*20*485,,234,1.0,234.0,NOS
2366,2425,855-01-23,INSERT 20*44*20*881MM,,69,1.0,69.0,NOS
2367,2426,853-11-05/06,INSERT 40X1000,0,122,1.0,122.0,NOS
2368,2426,853-11-07,INSERT 52X1000,,58,1.0,58.0,NOS
2369,2426,583-11-08,INSERT 52X960,,49,1.0,49.0,NOS
2370,2426,855-01-21,INSERT 20*44*20*285MM,,216,1.0,216.0,NOS
2371,2426,855-01-22,INSERT 44*485,,234,1.0,234.0,NOS
2372,2426,855-01-23,INSERT 20*44*20*881MM,,69,1.0,69.0,NOS
2373,2427,-,PLC,0,1,1.0,1.0,NOS
2374,2427,-,MOTOR,,1,1.0,1.0,NOS
2375,2427,-,SMPS,,1,1.0,1.0,NOS
2376,2427,-,BLCK DRIVE,,4,1.0,4.0,NOS
2377,2428,-,VALVE 5/2 SS V 3/8;,0,2,1.0,2.0,NOS
2378,2429,-,BLUE  EMPTY CAND,0,1,1.0,1.0,NOS
2382,2430,P005-010-032,5CFAST.032G-10 CFast 32 GByte MLC,0,1,1.0,1.0,NOS
2383,2430,Z21-1132-001,0TP380.61DELOCK Card Reader-USB3.0 CFAST WITH USB CABLE,0,1,1.0,1.0,NOS
2384,2431,-,Round locating pins,0,12,1.0,12.0,NOS
2385,2432,-,SPANNER 16-17,0,2,1.0,2.0,NOS
2386,2433,-,INSERT 20*44*20*979MM,0,42,1.0,42.0,NOS
2387,2434,-,GAS SPRING- L,0,5,1.0,5.0,NOS
2388,2434,-,SPANNER 16-17,,2,1.0,2.0,NOS
2389,2434,-,spanner 12-13,,2,1.0,2.0,NOS
2390,2434,-,spanner 18-19,,2,1.0,2.0,NOS
2391,2434,-,HEX BOLT M8*45,,12,1.0,12.0,NOS
2392,2434,-,hex bolt m12*35,,15,1.0,15.0,NOS
2393,2434,-,HEX NUT M8,,20,1.0,20.0,NOS
2394,2434,-,NYLOCK NUT M*8,,12,1.0,12.0,NOS
2395,2434,-,NYLOCK NUT M12,,15,1.0,15.0,NOS
2396,2434,-,PLAIN WASHER M12,,15,1.0,15.0,NOS
2397,2434,-,HEX NUT M10,,30,1.0,30.0,NOS
2398,2435,-,TOGGALE CLAMP-M20- T1-98B,0,2,1.0,2.0,NOS
2399,2436,-,GAS SPRING- L,0,4,1.0,4.0,NOS
2400,2436,-,HEX BOLT M8*45,,12,1.0,12.0,NOS
2401,2436,-,hex bolt m12*35,,15,1.0,15.0,NOS
2402,2436,-,HEX NUT M8,,20,1.0,20.0,NOS
2403,2436,-,NYLOCK NUT M*8,,12,1.0,12.0,NOS
2404,2436,-,NYLOCK NUT M12,,15,1.0,15.0,NOS
2405,2436,-,PLAIN WASHER M12,,15,1.0,15.0,NOS
2406,2436,-,HEX NUT M10,,30,1.0,30.0,NOS
2407,2437,-,GAS SPRING- L,0,5,1.0,5.0,NOS
2408,2437,-,SPANNER 16-17,,2,1.0,2.0,NOS
2409,2437,-,spanner 12-13,,2,1.0,2.0,NOS
2411,2437,-,spanner 18-19,,2,1.0,2.0,NOS
2412,2437,-,HEX BOLT M8*45,,12,1.0,12.0,NOS
2413,2437,-,hex bolt m12*35,,15,1.0,15.0,NOS
2414,2437,-,HEX NUT M8,,20,1.0,20.0,NOS
2415,2437,-,NYLON NUT M8,,15,1.0,15.0,NOS
2416,2437,-,NYLOCK NUT M12,,15,1.0,15.0,NOS
2417,2437,-,PLAIN WASHER M12,,15,1.0,15.0,NOS
2418,2437,-,HEX NUT M10,,30,1.0,30.0,NOS
2419,2438,-,GRADDER MACHINE,0,1,1.0,1.0,NOS
2420,2439,-,ELECTRICAL HOIST,0,1,1.0,1.0,NOS
2421,2440,-,DRIVE,0,2,1.0,2.0,NOS
2422,2441,-,INSERT 40X1000,0,14,1.0,14.0,NOS
2430,2442,-,HEX NUT M10,0,30,1.0,30.0,NOS
2431,2442,-,hex bolt M10*35,,10,1.0,10.0,NOS
2432,2442,-,PLAIN WASHER M10,,10,1.0,10.0,NOS
2433,2442,-,NYLOCK NUT M10,,10,1.0,10.0,NOS
2434,2442,-,PLAIN WASHER M12,,10,1.0,10.0,NOS
